conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code,level,category
SkillGroup,http://data.europa.eu/esco/skill/d6c8dacb-b0c0-4544-b0b7-69b24df41ba1,managing transport and logistics activities,,,released,2023-02-22T19:40:51.512Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Planning, overseeing and directing logistics or other operational activities related to transport of goods or passengers.",S4.2.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9,diagnosing health conditions,,,released,2023-11-06T08:02:23.35Z,"Examples:
- diagnose heart conditions
- diagnose mental disorders - interpret medical images
- diagnose nursing care
- assess fish health conditions Excludes:
- analyse and interpret medical test results.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Examining patients, deceased persons or animals to diagnose physical and mental illnesses, injuries and medical conditions.",S2.1.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/d7d2a468-587b-4a03-a305-e0a399ba69e6,listening and asking questions,,,released,2021-10-05T15:39:39.123Z,"Examples:
- use questioning techniques
- listen actively.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Listen carefully to what other people say, patiently understanding points being made, formulating and asking appropriate questions, without interrupting at inappropriate times.",S1.7.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/d94e1143-3a3a-4f6a-a881-df93bf56cf23,analysing financial and economic data,,,released,2020-12-09T12:11:28.514Z,"Excludes:
- Risk analysis
- Using ICT tools to analyse and process data. Examples:
- Forecast economic trends
- Prepare financial projections
- Consult credit scores.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Analysing and evaluating information and data on finances and on economic and market trends.,S2.7.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/db54693e-bcb0-4dae-8885-a43d510fb71f,developing health programmes,,,released,,"Examples:
- develop advanced health promotion strategies
- promote sport activities in public health.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Developing plans for the promotion and protection of public and community health and the provision of health services.,S4.1.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/de884168-32e7-4500-a227-3f0966f962b6,presenting information,,,released,2022-06-21T09:45:20.179Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Presenting oral or visual material to an audience in order to provide or interpret information.,S1.4.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/dfae80db-cf29-41e1-a48c-2bee901afff1,building and developing teams,managing teams,,released,,"Excludes:
- Training
- Recruiting and hiring Examples:
- Facilitate teamwork between students
- Encourage teambuilding.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.",S4.6.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8,selling products or services,,,released,2022-06-19T15:23:46.929Z,"Examples:
- sell office equipment
- take room service orders
- deliver a sales pitch
- sell products Excludes:
- perform financial transactions.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Taking orders for and selling goods or services to individuals, households or enterprises.",S1.6.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,monitoring developments in area of expertise,,,released,2023-02-21T21:13:00.764Z,"Examples:
- Follow trends in sporting equipment
- Keep up to date with diagnostic innovations
- Monitor legislation developments
- Monitor technology trends.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.",S2.9.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coaching and mentoring,,,released,2020-12-08T11:37:17.207Z,"Examples:
- Coach during a sports competition
- Assist clients with personal development
- Mentor individual employees.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Actively helping individuals or groups to improve their strengths, life skills, performance, learning skills and confidence and to optimise specific methods, skills or abilities.",S1.3.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/e4da156d-a6c4-4b29-935b-eff9c9553cf1,working in teams,,,released,2022-06-21T15:57:17.113Z,"Examples:
- work in multidisciplinary teams - work in assembly line teams
- collaborate with designers
- cooperate with colleagues
- work in a forestry team
- work in shifts Excludes:
- management, supervision and coordination of teams.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Working confidently within a group with each doing their part in the service of the whole. Understanding and respecting the roles and competencies of other team members.,S1.8.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/e67fd42d-25f1-4124-b0be-3b1e3bfdd70c,verifying identities and documentation,,,released,2022-06-21T08:47:39.509Z,"Examples:
- check official documents
- check passenger tickets
- check tickets at venue entry.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Check an individuals' documentation, such as driver's licenses, official identification documents, travel documents and tickets, to ensure compliance with legal regulations, identify individuals, and assess their right to access services, areas or facilities.",S3.3.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,planning production processes,,,released,2022-06-21T15:25:51.729Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Preparing production plan for successful manufacture of a product or service.,S4.2.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,maintaining and enforcing physical security,,,released,2022-06-21T08:58:51.033Z,"Examples:
- extinguish fires - conduct security screenings
- detain offenders
- rescue bathers.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Ensuring safety and security of persons and property through physical actions.,S3.3.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/eb6cc4ba-4bb8-4348-9a3b-dc419558f66a,advising on design or use of technologies,,,released,,"Examples:
- advise client on technical possibilities
- provide ICT consulting advice.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Providing information and advice on technological possibilities, developments and on the uses of technology.",S1.5.6,4,S
SkillGroup,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,analysing business operations,,,released,2023-01-25T20:36:32.417Z,"Excludes:
- Using ICT tools to analyse and process data. Examples:
- Perform business analysis
- Conduct feasibility studies.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Analysing and evaluating information and data on production and business operations.,S2.7.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/ee2576c0-1af5-44b5-8c0c-2002541d1ccc,training on health or medical topics,,,released,2020-12-10T09:59:32.486Z,"Examples:
- teach first aid principles
- train medical staff on nutrition
- educate patient's relations on care Excludes:
- teaching medicine or nursing as part of a formal education programme.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Training patients, health providers, or carers on health or hygiene practices, medical procedures or physcial fitness.",S1.3.4,4,S
SkillGroup,http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promoting products, services, or programs",,,released,2023-10-26T09:07:51.421Z,"Examples:
- perform public relations
- advertise new book releases
- conduct mobile marketing
- offer free samples
- promote education programmes.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Promoting, advertising and marketing goods, services, programs or policies.",S1.6.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"advising on legal, regulatory or procedural matters",,,released,2022-06-19T14:55:09.783Z,"Examples:
- advise on social service process
- provide legal advice.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Discussing legal matters with clients, disputants, or legal professionals or staff. Explaining and providing advice to others on legal matters, regulations, policies or procedures.",S1.5.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"evaluating systems, programmes, equipment and products",,,released,2023-02-20T20:14:09.976Z,"Excludes:
- Using ICT tools to analyse and process data.
- Testing equipment and products Examples:
- Evaluate education programmes
- Evaluate nursing care
- Execute ICT audits.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Evaluating and analysing information on the performance of systems, processes, practices, programmes, equipment or products.",S2.7.6,4,S
SkillGroup,http://data.europa.eu/esco/skill/f4346da3-f6b2-4389-8a67-7c443b7e1609,practising sports,,,released,2021-08-06T11:15:38.673Z,"Examples:
- participate in athletic events
- perform stunts
- participate in physical training.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing and practising athletic activities for fitness, competition, or artistic purposes.",S1.14.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,determining values of goods or services,,,released,,"Examples:
- estimate value of used goods.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Determining or estimating values or prices of goods or services.,S2.6.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,performing calculations,,,released,2021-12-17T12:46:53.307Z,"Examples:
- calculate dividends
- calculate wages
- estimate consumption of water.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing mathematical calculations on financial, spatial, scientific or other data with or without the used of electronic tools.",S2.6.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/f73c2c9e-b097-4fcb-95d1-659ea0bd54a3,allocating and controlling physical resources,,,released,2022-06-19T15:45:14.266Z,"Examples:
- manage rail yard resources
- ensure equipment availability
- manage space utilisation.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Determining and controlling the distribution and availability of physical assets such as tools and equipment.,S4.3.3,4,S
